date,time,open,high,low,close,volume
20200514,0,47750,48100,47650,48000,19305974
20200515,0,48400,48450,47700,47850,18463118
20200518,0,47950,49100,47600,48800,20481981
20200519,0,50100,50500,49700,50300,25168295
20200520,0,50000,50200,49800,50000,14896899
20200521,0,50300,50400,49850,49950,14949266
20200522,0,49600,49800,48600,48750,19706284
20200525,0,48750,48900,48450,48850,14337913
20200526,0,48700,49450,48600,49250,15127490
20200527,0,48950,50000,48800,49900,19548479
20200528,0,51100,51200,49900,50400,31309318
20200529,0,50000,50700,49700,50700,27596961
20200601,0,50800,51200,50600,51200,16949183
20200602,0,51000,51500,50800,51400,14247933
20200603,0,51800,55000,51700,54500,49257814
20200604,0,55800,57000,54600,54600,40220334
20200605,0,54400,55900,54000,55500,22743629
20200608,0,56400,56500,54700,54900,25634965
20200609,0,55800,56500,54400,55500,23998831
20200610,0,55100,55900,54900,55400,16742493
20200611,0,54500,55100,53200,54300,33815123
20200612,0,52100,52800,51500,52300,26976019
20200615,0,51400,52000,49900,49900,28772921
20200616,0,51200,52100,50600,52100,21808375
20200617,0,52100,52900,51300,52200,26672595
20200618,0,52200,52300,51600,52300,15982926
20200619,0,52600,52900,51600,52900,18157985
20200622,0,52000,52600,51800,52000,13801350
20200623,0,52500,52800,51100,51400,18086152
20200624,0,51900,53900,51600,52900,24519552
20200625,0,52100,53000,51900,51900,18541624
20200626,0,52800,53900,52200,53300,21575360
20200629,0,52500,53200,52000,52400,17776925
20200630,0,53900,53900,52800,52800,21157172
20200701,0,53400,53600,52400,52600,16706143
20200702,0,52100,52900,52100,52900,14142583
20200703,0,53000,53600,52700,53600,11887868
20200706,0,54000,55000,53800,55000,19856623
20200707,0,55800,55900,53400,53400,30760032
20200708,0,53600,53900,52900,53000,19664652
20200709,0,53200,53600,52800,52800,17054850
20200710,0,53100,53200,52300,52700,13714746
20200713,0,53300,53800,53100,53400,12240188
20200714,0,53700,53800,53200,53800,14269484
20200715,0,54400,55000,54300,54700,24051450
20200716,0,54800,54800,53800,53800,16779127
20200717,0,54200,54700,54100,54400,10096174
20200720,0,54800,54800,54000,54200,10507530
20200721,0,55200,55400,54800,55300,18297260
20200722,0,55300,55500,54700,54700,12885057
20200723,0,54700,54700,53800,54100,16214932
